what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1337073314672
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1337073314673
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1337073314674
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1337073314675
os,sysinfo,,,"win32",1337073314680
arch,sysinfo,,,"x86_64",1337073314680
ws,sysinfo,,,"win32",1337073314680
locale,sysinfo,,,"en_US",1337073314680
processors,sysinfo,,,"4",1337073314681
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1337073314681
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1337073314681
java.specification.name,sysinfo,,,"Java Platform API Specification",1337073314681
java.specification.vendor,sysinfo,,,"Oracle Corporation",1337073314681
